id,spoken_languages,title
40939,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}]",Alexandria… Why?
66436,"[{'iso_639_1': 'fr', 'name': 'Français'}]",The Grand Maneuver
32169,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}]",Can Go Through Skin
70149,"[{'iso_639_1': 'hu', 'name': 'Magyar'}, {'iso_639_1': 'ro', 'name': 'Română'}]",Morgen
57046,[],"What's Up, Scarlet?"
27230,"[{'iso_639_1': 'en', 'name': 'English'}]",Christmas Evil
58391,"[{'iso_639_1': 'fi', 'name': 'suomi'}]",Three Wise Men
86457,"[{'iso_639_1': 'en', 'name': 'English'}]",Call Her Savage
50357,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'en', 'name': 'English'}]",Apollo 18
82269,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Crazy Horse
74998,"[{'iso_639_1': 'en', 'name': 'English'}]",Seeking Justice
159615,"[{'iso_639_1': 'en', 'name': 'English'}]",The Sound and the Fury
54436,"[{'iso_639_1': 'fr', 'name': 'Français'}]",La Pointe-Courte
71670,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'hu', 'name': 'Magyar'}, {'iso_639_1': 'pl', 'name': 'Polski'}]",Hostel: Part III
21864,"[{'iso_639_1': 'en', 'name': 'English'}]",Wyvern
36865,"[{'iso_639_1': 'ja', 'name': '日本語'}]",The Disappearance of Haruhi Suzumiya
28512,"[{'iso_639_1': 'en', 'name': 'English'}]",The Poseidon Adventure
93164,"[{'iso_639_1': 'bn', 'name': 'বাংলা'}]",A River Called Titas
90770,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'en', 'name': 'English'}]",The Vanquished
71271,"[{'iso_639_1': 'en', 'name': 'English'}]",The Blue Bird
72431,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Red Tails
73686,"[{'iso_639_1': 'pl', 'name': 'Polski'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'uk', 'name': 'Український'}, {'iso_639_1': 'fr', 'name': 'Français'}]",In Darkness
43095,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Odd Obsession
76758,"[{'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'en', 'name': 'English'}]",The Flowers of War
45176,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Enthusiasm
70917,[],The Scenesters
72186,"[{'iso_639_1': 'en', 'name': 'English'}]",Thunder Soul
42968,"[{'iso_639_1': 'es', 'name': 'Español'}]",The Nun
57190,"[{'iso_639_1': 'en', 'name': 'English'}]",Vlad
77338,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",The Intouchables
73562,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Declaration of War
54054,"[{'iso_639_1': 'en', 'name': 'English'}]",One for the Money
35663,"[{'iso_639_1': 'en', 'name': 'English'}]",The Incredible Petrified World
23340,"[{'iso_639_1': 'en', 'name': 'English'}]",Queen of the Amazons
96495,[],Becoming Chaz
35659,"[{'iso_639_1': 'en', 'name': 'English'}]",Countdown to Looking Glass
80591,"[{'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",W.E.
58428,"[{'iso_639_1': 'en', 'name': 'English'}]",The Innkeepers
142118,"[{'iso_639_1': 'fi', 'name': 'suomi'}]",The Storage
130900,"[{'iso_639_1': 'en', 'name': 'English'}]",Nancy Goes to Rio
19235,"[{'iso_639_1': 'en', 'name': 'English'}]",Dog Tags
78698,"[{'iso_639_1': 'en', 'name': 'English'}]",Big Miracle
85949,"[{'iso_639_1': 'en', 'name': 'English'}]",Collision Earth
122515,"[{'iso_639_1': 'en', 'name': 'English'}]",The Great Bank Hoax
58704,"[{'iso_639_1': 'ja', 'name': '日本語'}]",The Wonderful World of Puss 'n Boots
101520,[],Reel Injun
70387,"[{'iso_639_1': 'en', 'name': 'English'}]",A Man Called Sledge
76142,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Cameraman: The Life and Work of Jack Cardiff
57809,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Six Degrees of Celebration
85317,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Six Degrees of Celebration 2
57343,"[{'iso_639_1': 'en', 'name': 'English'}]",This Time Around
43711,"[{'iso_639_1': 'en', 'name': 'English'}]",Enid
76651,[],Jenny
244115,"[{'iso_639_1': 'ja', 'name': '日本語'}]",The Straits of Love and Hate
52517,"[{'iso_639_1': 'en', 'name': 'English'}]",State Fair
50698,"[{'iso_639_1': 'en', 'name': 'English'}]",Grave Encounters
48492,"[{'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'es', 'name': 'Español'}]",Detective Dee and the Mystery of the Phantom Flame
118911,"[{'iso_639_1': 'en', 'name': 'English'}]",Hurry Sundown
56126,"[{'iso_639_1': 'tl', 'name': ''}]",Batch '81
153845,[],The Eleventh Year
409900,[],Forever Yours
38371,"[{'iso_639_1': 'pl', 'name': 'Polski'}]",The Career of Nikos Dyzma
14224,"[{'iso_639_1': 'pl', 'name': 'Polski'}]",E=mc²
76726,"[{'iso_639_1': 'en', 'name': 'English'}]",Chronicle
65086,"[{'iso_639_1': 'en', 'name': 'English'}]",The Woman in Black
148033,"[{'iso_639_1': 'en', 'name': 'English'}]",Dottie Gets Spanked
80125,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]",Woman in Love
107056,"[{'iso_639_1': 'pl', 'name': 'Polski'}]",The Dancing Hawk
52850,"[{'iso_639_1': 'en', 'name': 'English'}]",Toast
64678,"[{'iso_639_1': 'en', 'name': 'English'}]",The Art of Getting By
57400,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'he', 'name': 'עִבְרִית'}, {'iso_639_1': 'ro', 'name': 'Română'}]",The Human Resources Manager
93834,[],The Overcoat
67911,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}]",Bucky Larson: Born to Be a Star
66120,"[{'iso_639_1': 'fr', 'name': 'Français'}]",The Monk
25058,"[{'iso_639_1': 'en', 'name': 'English'}]",Can Mr. Smith Get to Washington Anymore?
42457,"[{'iso_639_1': 'en', 'name': 'English'}]",A Doll's House
26223,"[{'iso_639_1': 'en', 'name': 'English'}]",The Canyon
108688,"[{'iso_639_1': 'en', 'name': 'English'}]",Cass Timberlane
192695,"[{'iso_639_1': 'en', 'name': 'English'}]",All Watched Over by Machines of Loving Grace
42409,[],Yes: 9012 live
212713,"[{'iso_639_1': 'en', 'name': 'English'}]",Kisses For My President
75170,"[{'iso_639_1': 'en', 'name': 'English'}]",Third Star
30849,"[{'iso_639_1': 'en', 'name': 'English'}]",Living Proof
15167,"[{'iso_639_1': 'en', 'name': 'English'}]",Barbie in the Nutcracker
13976,"[{'iso_639_1': 'en', 'name': 'English'}]",Dylan Moran: Monster
13586,"[{'iso_639_1': 'en', 'name': 'English'}]","Dylan Moran: Like, Totally..."
26118,"[{'iso_639_1': 'en', 'name': 'English'}]",Dylan Moran: What It Is
79133,"[{'iso_639_1': 'en', 'name': 'English'}]","Dylan Moran: Yeah, Yeah"
59961,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'af', 'name': 'Afrikaans'}, {'iso_639_1': 'es', 'name': 'Español'}]",Safe House
72570,"[{'iso_639_1': 'en', 'name': 'English'}]",The Vow
63749,"[{'iso_639_1': 'en', 'name': 'English'}]",Swamp Shark
49354,"[{'iso_639_1': 'en', 'name': 'English'}]",Moon of the Wolf
76399,"[{'iso_639_1': 'en', 'name': 'English'}]",She Gods of Shark Reef
39276,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}]",King Kong Escapes
94209,"[{'iso_639_1': 'en', 'name': 'English'}]",The Chocolate Soldier
72338,[],Frisco Jenny
25143,"[{'iso_639_1': 'en', 'name': 'English'}]",My Boy Jack
80379,"[{'iso_639_1': 'en', 'name': 'English'}]",Louis C.K.: Live at the Beacon Theater
69266,"[{'iso_639_1': 'en', 'name': 'English'}]",Special Bulletin
84797,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'pl', 'name': 'Polski'}, {'iso_639_1': 'es', 'name': 'Español'}]",As Luck Would Have It
75000,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",The Black Power Mixtape 1967-1975
130090,"[{'iso_639_1': 'en', 'name': 'English'}]",The Girl from Jones Beach
14205,"[{'iso_639_1': 'en', 'name': 'English'}]",Holding Trevor
29268,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Castle of Sand
63217,"[{'iso_639_1': 'en', 'name': 'English'}]",At Home by Myself... with You
54146,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Pitfall
288094,"[{'iso_639_1': 'en', 'name': 'English'}]",Casual Relations
84028,"[{'iso_639_1': 'es', 'name': 'Español'}]",Warsaw Bridge
78480,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Monsieur Lazhar
108222,"[{'iso_639_1': 'en', 'name': 'English'}]",Tin Pan Alley
125695,[],BookWars
144611,[],Kino Eye
92670,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}]",Silence
84200,"[{'iso_639_1': 'en', 'name': 'English'}]","For a Good Time, Call..."
37621,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",The Jodorowsky Constellation
99254,[],Casey Jones
73700,"[{'iso_639_1': 'en', 'name': 'English'}]",Janie Jones
91181,"[{'iso_639_1': 'en', 'name': 'English'}]",Thirteen Women
72545,"[{'iso_639_1': 'en', 'name': 'English'}]",Journey 2: The Mysterious Island
124847,"[{'iso_639_1': 'en', 'name': 'English'}]",Stella Does Tricks
86099,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Valerie
253105,"[{'iso_639_1': 'fi', 'name': 'suomi'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",The Boys
112485,[],Hoodoo Ann
51999,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Perfect Sense
47763,"[{'iso_639_1': 'en', 'name': 'English'}]",The Shrine
16702,"[{'iso_639_1': 'he', 'name': 'עִבְרִית'}]",Israeli Intelligence
126016,"[{'iso_639_1': 'en', 'name': 'English'}]",Johnny Cash at Folsom Prison
83716,"[{'iso_639_1': 'en', 'name': 'English'}]",Fake
84001,[],Forest of Bliss
278458,"[{'iso_639_1': 'es', 'name': 'Español'}]",The Artist
79940,"[{'iso_639_1': 'en', 'name': 'English'}]",Tim and Eric's Billion Dollar Movie
43459,"[{'iso_639_1': 'es', 'name': 'Español'}]",The Pearl
189076,[],Kuningasjätkä
64029,"[{'iso_639_1': 'fi', 'name': 'suomi'}]",Rollo and the Spirit of the Woods
29483,"[{'iso_639_1': 'en', 'name': 'English'}]",Beautiful Kate
88491,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Chapiteau-Show
79362,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Sommer der Gaukler
53174,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Kokowaah
84259,"[{'iso_639_1': 'en', 'name': 'English'}]",Hearts of the West
71184,"[{'iso_639_1': 'en', 'name': 'English'}]",When Love Is Not Enough: The Lois Wilson Story
37464,"[{'iso_639_1': 'en', 'name': 'English'}]",Monstrosity
85988,"[{'iso_639_1': 'fi', 'name': 'suomi'}]",Sixpack
84917,[],The City Dark
75469,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]",Oka!
83732,"[{'iso_639_1': 'en', 'name': 'English'}]",Bombay Beach
215478,"[{'iso_639_1': 'bg', 'name': 'български език'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",The Little Mermaid
30596,"[{'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}]",Bodyguards and Assassins
75948,"[{'iso_639_1': 'zh', 'name': '普通话'}]",The Sorcerer and the White Snake
81870,"[{'iso_639_1': 'zh', 'name': '普通话'}]",Flying Swords of Dragon Gate
29564,"[{'iso_639_1': 'en', 'name': 'English'}]",Smokin' Aces 2: Assassins' Ball
71771,[],Knuckle
16564,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Winter in Wartime
110603,"[{'iso_639_1': 'en', 'name': 'English'}]",The Three Musketeers
98079,"[{'iso_639_1': 'en', 'name': 'English'}]",Untamed Youth
96771,"[{'iso_639_1': 'en', 'name': 'English'}]",God's Gift To Women
115656,[],Ricky Rapper and the Bicycle Thief
14933,"[{'iso_639_1': 'en', 'name': 'English'}]",The Truth About Love
73921,"[{'iso_639_1': 'es', 'name': 'Español'}]",Plans for Tomorrow
81111,"[{'iso_639_1': 'en', 'name': 'English'}]",Born to Be Bad
106199,"[{'iso_639_1': 'es', 'name': 'Español'}]",Así es la vida...
147621,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",The Mysterious X
247500,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Le 7ème juré
29750,"[{'iso_639_1': 'en', 'name': 'English'}]",Metallica: A Year and a Half in the Life Of...
31400,"[{'iso_639_1': 'sr', 'name': 'Srpski'}]",Balkan Spy
81716,"[{'iso_639_1': 'en', 'name': 'English'}]",We Were Here
140632,"[{'iso_639_1': 'en', 'name': 'English'}]",Hot Summer Week
51578,"[{'iso_639_1': 'cs', 'name': 'Český'}]",Happy End
82762,[],New York in the 50's
70954,"[{'iso_639_1': 'en', 'name': 'English'}]",The Hunter
74471,"[{'iso_639_1': 'en', 'name': 'English'}]",The Dead
108155,"[{'iso_639_1': 'en', 'name': 'English'}]",The Love Trap
35671,"[{'iso_639_1': 'en', 'name': 'English'}]",Kaleidoscope
71676,"[{'iso_639_1': 'en', 'name': 'English'}]",Ghost Rider: Spirit of Vengeance
77459,"[{'iso_639_1': 'fr', 'name': 'Français'}]",A Monster in Paris
158920,[],The Souler Opposite
163937,"[{'iso_639_1': 'en', 'name': 'English'}]",Film About a Woman Who…
178595,"[{'iso_639_1': 'el', 'name': 'ελληνικά'}, {'iso_639_1': 'es', 'name': 'Español'}]","DOS μια ιστορία αγάπης, απ' την ανάποδη"
21634,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]",Prayers for Bobby
70374,"[{'iso_639_1': 'en', 'name': 'English'}]",Little Criminals
44053,"[{'iso_639_1': 'en', 'name': 'English'}]",Bustin' Down the Door
27902,"[{'iso_639_1': 'en', 'name': 'English'}]",Love Wrecked
55802,"[{'iso_639_1': 'ro', 'name': 'Română'}]",The World According to Ion B.
186755,[],Territorio comanche
53798,"[{'iso_639_1': 'en', 'name': 'English'}]",Father Takes a Wife
54507,"[{'iso_639_1': 'en', 'name': 'English'}]",A Very Potter Musical
59017,"[{'iso_639_1': 'en', 'name': 'English'}]",A Very Potter Sequel
105983,"[{'iso_639_1': 'fi', 'name': 'suomi'}]",Once Upon a Time in the North
51875,"[{'iso_639_1': 'en', 'name': 'English'}]",Miss Nobody
73936,"[{'iso_639_1': 'en', 'name': 'English'}]",Retreat
46504,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Guy and Madeline on a Park Bench
147886,"[{'iso_639_1': 'en', 'name': 'English'}]",The Great Sinner
80030,"[{'iso_639_1': 'en', 'name': 'English'}]",Her Highness and the Bellboy
26397,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",The Civil War
83860,"[{'iso_639_1': 'en', 'name': 'English'}]",October Baby
79890,"[{'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Khodorkovsky
81675,"[{'iso_639_1': 'ro', 'name': 'Română'}]",The Bear
98096,[],Live Music
59045,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Ro.Go.Pa.G.
43026,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Paris Belongs to Us
168210,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Bag of Bones
62116,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Mozart's Sister
70876,"[{'iso_639_1': 'en', 'name': 'English'}]",Seven Days in Utopia
57243,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'es', 'name': 'Español'}]",The Women on the 6th Floor
29694,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",One of Our Dinosaurs Is Missing
52454,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'es', 'name': 'Español'}]",Mega Shark vs. Crocosaurus
71672,"[{'iso_639_1': 'en', 'name': 'English'}]",Wrong Turn 4: Bloody Beginnings
144454,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Moscow Clad in Snow
77495,"[{'iso_639_1': 'es', 'name': 'Español'}]",Sleep Tight
55198,"[{'iso_639_1': 'ja', 'name': '日本語'}]",The Munekata Sisters
71254,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}]",Arena
202941,"[{'iso_639_1': 'en', 'name': 'English'}]",Mail Order Bride
27709,"[{'iso_639_1': 'en', 'name': 'English'}]",The Satan Bug
53033,"[{'iso_639_1': 'en', 'name': 'English'}]",Poppy Shakespeare
32708,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Freedom
276220,"[{'iso_639_1': 'wo', 'name': 'Wolof'}]",The Price of Forgiveness
36427,"[{'iso_639_1': 'en', 'name': 'English'}]",I Saw Mommy Kissing Santa Claus
45569,"[{'iso_639_1': 'en', 'name': 'English'}]",Red Hill
17790,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]",Zone Troopers
15086,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",La Patinoire
48458,"[{'iso_639_1': 'en', 'name': 'English'}]",The Secret Glory
85883,"[{'iso_639_1': 'fr', 'name': 'Français'}]",The Woman Who Drinks
25831,"[{'iso_639_1': 'en', 'name': 'English'}]",The Prince and the Pauper
116231,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Another Woman's Life
52264,"[{'iso_639_1': 'fr', 'name': 'Français'}]",A Cat in Paris
77076,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Dr. Goldfoot and the Girl Bombs
79707,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Children Who Chase Lost Voices
79548,"[{'iso_639_1': 'en', 'name': 'English'}]",Gone
184507,[],The Plastic Age
72213,"[{'iso_639_1': 'en', 'name': 'English'}]",Courageous
17345,"[{'iso_639_1': 'en', 'name': 'English'}]",Flywheel
57214,"[{'iso_639_1': 'en', 'name': 'English'}]",Project X
73723,"[{'iso_639_1': 'en', 'name': 'English'}]",The Lorax
25228,"[{'iso_639_1': 'sv', 'name': 'svenska'}]",Darling
73937,"[{'iso_639_1': 'en', 'name': 'English'}]",The Big Year
214349,[],The Liar
399229,[],Kovat Miehet
18705,"[{'iso_639_1': 'en', 'name': 'English'}]",Mr. Moto's Last Warning
75674,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Act of Valor
38674,"[{'iso_639_1': 'en', 'name': 'English'}]",Trailer Park Boys
46813,"[{'iso_639_1': 'en', 'name': 'English'}]",Don Quixote
82620,"[{'iso_639_1': 'en', 'name': 'English'}]",Undefeated
59962,"[{'iso_639_1': 'en', 'name': 'English'}]",This Means War
53418,"[{'iso_639_1': 'en', 'name': 'English'}]",One A.M.
53420,"[{'iso_639_1': 'en', 'name': 'English'}]",The Cure
53410,[],The Bank
53403,[],A Night Out
77669,[],The Earth Dies Screaming
26642,"[{'iso_639_1': 'en', 'name': 'English'}]",The Dark Side of the Sun
49529,"[{'iso_639_1': 'en', 'name': 'English'}]",John Carter
123320,"[{'iso_639_1': 'fi', 'name': 'suomi'}]",Canned Dreams
53424,[],Sunnyside
44246,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'tr', 'name': 'Türkçe'}]",When We Leave
59974,"[{'iso_639_1': 'en', 'name': 'English'}]",Genius Within: The Inner Life of Glenn Gould
85963,[],Great Directors
196784,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Something Big
119364,"[{'iso_639_1': 'en', 'name': 'English'}]",The Take
74406,"[{'iso_639_1': 'en', 'name': 'English'}]",Queen: Days of Our Lives
53414,[],Police
53419,"[{'iso_639_1': 'en', 'name': 'English'}]",Behind the Screen
47650,"[{'iso_639_1': 'en', 'name': 'English'}]",Easy Street
68450,"[{'iso_639_1': 'en', 'name': 'English'}]",The Art of Flight
79108,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Starbuck
64288,"[{'iso_639_1': 'en', 'name': 'English'}]",Forks Over Knives
167112,[],Deserter
288098,"[{'iso_639_1': 'bs', 'name': 'Bosanski'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Skies Above the Landscape
46101,"[{'iso_639_1': 'ja', 'name': '日本語'}]",United Red Army
74387,"[{'iso_639_1': 'en', 'name': 'English'}]",Goon
267197,"[{'iso_639_1': 'bs', 'name': 'Bosanski'}]",Landscape with a Woman
178543,"[{'iso_639_1': 'id', 'name': 'Bahasa indonesia'}]",Blind Pig Who Wants to Fly
288291,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",What Is to Be Done?
80184,"[{'iso_639_1': 'es', 'name': 'Español'}]",The Hidden Face
52349,"[{'iso_639_1': 'fr', 'name': 'Français'}]",In Gold We Trust
3051,"[{'iso_639_1': 'en', 'name': 'English'}]",Eye of the Devil
48373,"[{'iso_639_1': 'en', 'name': 'English'}]",Listen to Your Heart
47682,"[{'iso_639_1': 'en', 'name': 'English'}]",Dead on Time
20683,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Pale Cocoon
77949,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]",The Awakening
41411,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'yi', 'name': ''}]",The Round Up
45595,"[{'iso_639_1': 'en', 'name': 'English'}]",Miral
28524,"[{'iso_639_1': 'en', 'name': 'English'}]",Princess of Mars
92117,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]",Like Water
37928,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Cencoroll
91010,"[{'iso_639_1': 'en', 'name': 'English'}]",Game Change
216672,[],Kill by Inches
63493,"[{'iso_639_1': 'en', 'name': 'English'}]",The Ledge
42507,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Bestseller
64688,"[{'iso_639_1': 'en', 'name': 'English'}]",21 Jump Street
82532,"[{'iso_639_1': 'en', 'name': 'English'}]","Jeff, Who Lives at Home"
14346,"[{'iso_639_1': 'en', 'name': 'English'}]",Blackballed: The Bobby Dukes Story
61020,"[{'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'en', 'name': 'English'}]",Adventures of Captain Marvel
261035,"[{'iso_639_1': 'en', 'name': 'English'}]",Captain Midnight
293097,[],Harmagedon - Erään maailman loppu
37942,"[{'iso_639_1': 'en', 'name': 'English'}]",City of Fear
25435,"[{'iso_639_1': 'en', 'name': 'English'}]",Treed Murray
144326,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}]",Satan Never Sleeps
170936,"[{'iso_639_1': 'en', 'name': 'English'}]",SOS Coast Guard
64786,"[{'iso_639_1': 'th', 'name': 'ภาษาไทย'}]",Yes or No
79374,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Blind
81796,"[{'iso_639_1': 'en', 'name': 'English'}]",Lockout
59421,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Bedevilled
70585,[],Lucky
54358,[],Resurrect Dead: The Mystery of the Toynbee Tiles
81390,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",A Lonely Place to Die
28063,"[{'iso_639_1': 'it', 'name': 'Italiano'}]","Caltiki, the Immortal Monster"
67748,"[{'iso_639_1': 'en', 'name': 'English'}]",Snowtown
61984,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Space Battleship Yamato
52826,"[{'iso_639_1': 'en', 'name': 'English'}]",Nothing Lasts Forever
113038,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ur', 'name': 'اردو'}]",Zero Bridge
45273,"[{'iso_639_1': 'en', 'name': 'English'}]",The Bleeding
95675,[],Wreckers
36944,"[{'iso_639_1': 'en', 'name': 'English'}]",Fat Head
114412,[],Public Housing
213938,"[{'iso_639_1': 'fa', 'name': 'فارسی'}]",The Runner
273807,[],Last Exit
79754,"[{'iso_639_1': 'es', 'name': 'Español'}]",Verbo
64108,"[{'iso_639_1': 'en', 'name': 'English'}]",The Frankenstein Syndrome
99698,"[{'iso_639_1': 'fr', 'name': 'Français'}]",A Thousand Months
145504,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'ay', 'name': ''}]",The Secret Nation
229670,"[{'iso_639_1': 'sv', 'name': 'svenska'}]",Manrape
42147,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Passion of Love
55245,[],!Women Art Revolution
80304,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Casa De Mi Padre
56591,"[{'iso_639_1': 'en', 'name': 'English'}]",Corman's World: Exploits of a Hollywood Rebel
83195,"[{'iso_639_1': 'zh', 'name': '普通话'}]",Tropical Fish
40056,"[{'iso_639_1': 'en', 'name': 'English'}]",Prom Queen: The Marc Hall Story
48038,"[{'iso_639_1': 'en', 'name': 'English'}]",Evolver
79221,"[{'iso_639_1': 'pl', 'name': 'Polski'}]",Letters to Santa
214857,"[{'iso_639_1': 'en', 'name': 'English'}]",Dragon Age: Redemption
80767,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Jiro Dreams of Sushi
82533,"[{'iso_639_1': 'en', 'name': 'English'}]",Damsels in Distress
74237,"[{'iso_639_1': 'en', 'name': 'English'}]",A Skin Too Few: The Days of Nick Drake
64992,"[{'iso_639_1': 'zh', 'name': '普通话'}]",Human Lanterns
61895,"[{'iso_639_1': 'en', 'name': 'English'}]",Pageant
