id,runtime,title,release_year
305932,85.0,Expelled,2014
142208,66.0,Buffalo Girls,2012
196255,18.0,Gregory Go Boom,2013
48522,15.0,The Periwig-Maker,2000
53215,3.0,Kiwi!,2006
281615,20.0,Santa's Pocket Watch,1980
48730,94.0,Björk at the Royal Opera House,2002
72205,12.0,The Fox and the Hare,1973
46240,9.0,Christmas Comes but Once a Year,1936
90781,15.0,Crac,1981
56275,53.0,Reggie Watts: Why Shit So Crazy?,2010
215657,3.0,Syrinx,1966
190946,2.0,Curb Dance,2011
171292,120.0,Desire: The Vampire,1982
54505,83.0,Manson,1973
188392,6.0,Fright to the Finish,1954
67866,192.0,Guyana Tragedy: The Story of Jim Jones,1980
24251,49.0,"I Want a Dog for Christmas, Charlie Brown",2003
261144,87.0,Impure Thoughts,1986
195617,14.0,It's a Bird,1930
209209,2.0,The Trip to Squash Land,1967
37556,18.0,Charlie Brown's Christmas Tales,2002
205818,15.0,Eat,2011
15718,25.0,Garfield's Halloween Adventure,1985
23998,22.0,"It's Christmastime Again, Charlie Brown",1992
27850,81.0,Halloweentown,1998
34205,81.0,Halloweentown II: Kalabar's Revenge,2001
34560,82.0,Halloweentown High,2004
59354,21.0,Nocturna Artificialia,1979
105168,1.0,Santa Claus,1898
44666,6.0,Surprise,1996
67699,8.0,Trick or Treat,1952
48841,90.0,Vengeance: The Story of Tony Cimo,1986
2186,32.0,Within the Woods,1978
154622,9.0,100 Years at the Movies,1994
43658,16.0,Apple Jack,2003
52458,24.0,The Butter Battle Book,1989
234377,6.0,Corn on the Cop,1965
44342,4.0,The Black Imp,1905
52207,30.0,Halloween is Grinch Night,1977
123283,46.0,Marilyn in Manhattan,1998
197592,189.0,Rage of Angels,1983
238090,190.0,Rage of Angels: The Story Continues,1986
81294,8.0,Rudolph the Red-Nosed Reindeer,1948
53214,12.0,Signs,2008
84805,23.0,The Fat Albert Halloween Special,1977
140149,4.0,Season's Greetings,1996
84617,10.0,The Dot and the Line: A Romance in Lower Mathematics,1965
157723,45.0,Nantucket Film Festival's Comedy Roundtable,2012
13535,6.0,Rubber Johnny,2005
57622,4.0,Act da Fool,2010
129363,7.0,En rachâchant,1982
261274,8.0,A Flower,1971
71145,21.0,Boo to You Too! Winnie the Pooh,1996
80142,9.0,Sleeping Betty,2007
161885,7.0,Betty Boop's Hallowe'en Party,1933
187993,6.0,Halloween,1931
44874,79.0,Barbie: A Fashion Fairytale,2010
192367,30.0,The Halloween That Almost Wasn't,1979
52035,25.0,The Mystery of the Leaping Fish,1916
162864,1.0,The 3 Rs,2011
109477,15.0,Brutal Relax,2010
73714,21.0,Franz Kafka's a Country Doctor,2007
61080,7.0,Pluto's Christmas Tree,1952
110760,1.0,Stille Nacht I,1988
205651,7.0,Holiday for Drumsticks,1949
91138,89.0,The Horseplayer,1990
21714,40.0,Coven,2000
59358,14.0,Rehearsals for Extinct Anatomies,1987
221234,14.0,Suur Tõll,1980
67460,164.0,We Can Be Heroes,2005
48273,12.0,Bob's Birthday,1994
83746,7.0,Broom-Stick Bunny,1956
141754,7.0,Chainsaw Maid,2007
38580,7.0,The Little Matchgirl,2006
77022,7.0,The Haunted House,1929
137014,3.0,How They Get There,1997
167938,0.0,Istanbul,1985
168202,13.0,"Hen, His Wife",1990
241170,45.0,Inside The X-Files,1998
27618,10.0,The Horribly Slow Murderer with the Extremely Inefficient Weapon,2008
60233,61.0,Norm MacDonald: Me Doing Standup,2011
48874,70.0,A Flintstones Christmas Carol,1994
36129,11.0,Hedgehog in the Fog,1975
53178,7.0,The Cat's Out,1931
53543,30.0,Claymation Comedy of Horrors,1991
104062,17.0,The Last Farm,2004
93904,5.0,Snowballs,2011
36003,25.0,"Danger! 50,000 Zombies",2004
190352,20.0,Bouncing Babies,1929
69168,0.0,Stella: Live in Boston,2009
58587,80.0,Diario de un skin,2005
29286,70.0,The Black Cat,1941
16048,91.0,All About Anna,2005
52216,90.0,Let's Get Those English Girls,1976
52304,100.0,Archie To Riverdale and Back Again,1990
56499,106.0,Babette Goes to War,1959
253686,90.0,Darling Trap,2014
78278,99.0,Special Delivery,2002
64850,90.0,Mr. Average,2006
20921,94.0,Cutie Honey,2004
45221,91.0,"Delphine 1, Yvan 0",1996
72174,89.0,Doomsday Prophecy,2011
74192,129.0,Love Can Seriously Damage Your Health,1997
159704,200.0,The Cave of the Golden Rose,1991
201561,102.0,Human Touch,2005
130677,86.0,King Kelly,2012
72917,93.0,La Bande du drugstore,2002
76198,99.0,The Slap,1974
37688,145.0,Lahore,2010
71623,138.0,The King's Whore,1990
266723,82.0,Latitudes,2014
13734,111.0,Frenchmen 2,2007
269714,108.0,The Last Diamond,2014
76642,95.0,"Le printemps, l'automne et l'amour",1955
20220,98.0,1001 Nights,1990
31985,90.0,Lightspeed,2006
64357,0.0,Meilleur espoir féminin,2000
77280,127.0,"Mercredi, folle journée !",2001
271327,112.0,Mr Reliable,1996
79051,118.0,Ninette,2005
157787,0.0,Nom de code : Rose,2012
55638,88.0,Opposite Day,2009
226363,86.0,Powder Room,2013
253851,104.0,Shirin in Love,2014
44349,78.0,The Christmas Wish,1998
201859,60.0,The Sex and Violence Family Hour,1983
33489,116.0,All That... for This?!,1993
54052,84.0,Who Do I Gotta Kill?,1994
63180,57.0,Marihuana,1936
105114,89.0,"So Sweet, So Dead",1972
260884,99.0,Chronicle of a Homicide,1972
60009,95.0,The Shadow Men,1997
76155,94.0,Seventh Heaven,1993
67443,101.0,They Were Five,1936
269070,0.0,Stop Train 349,1963
192588,85.0,Ferryman Maria,1936
82237,57.0,"Thank You, Jeeves!",1936
145075,86.0,Homework,1989
83816,78.0,Internes Can't Take Money,1937
131457,85.0,Green Light,1937
26504,98.0,Black Belly of the Tarantula,1971
56557,86.0,Maid of Salem,1937
74208,91.0,Double Or Nothing,1937
206377,84.0,Second Honeymoon,1937
132506,86.0,I Met Him in Paris,1937
92257,130.0,Dance Program,1937
64442,98.0,Boys' School,1938
180954,92.0,Vessel of Wrath,1938
61523,107.0,Idiot's Delight,1939
52437,97.0,Invitation to Happiness,1939
222870,81.0,Subliminal Seduction,1996
83288,97.0,Virtual Combat,1995
160194,90.0,The Skateboard Kid II,1995
119353,0.0,The Terror Within II,1991
310589,80.0,Beyond the Fear,2014
287504,98.0,Modris,2014
292396,0.0,Deliverance Creek,2014
290555,90.0,Wolves,2014
94563,96.0,The Woodcarver,2012
63348,85.0,The Encounter,2010
156277,100.0,Big Sur,2013
229559,105.0,The Unexpected Love,2014
127770,88.0,Apostle Peter and the Last Supper,2012
13924,2.0,The Adventures of André and Wally B.,1984
80012,100.0,Face of Terror,2004
117963,72.0,The Harmony Game,2011
229194,94.0,Kamikaze,2014
152113,94.0,Planet Ocean,2012
116554,101.0,Stalag Luft,1993
253287,89.0,We'll Never Have Paris,2014
250066,94.0,American Heist,2014
102534,88.0,The Good Son,2011
248231,104.0,Miraculum,2014
321130,142.0,Solyaris,1968
258049,103.0,Mother Earth,1968
189197,540.0,The Pacific,2010
73922,136.0,A Visitor to a Museum,1989
74695,96.0,The Hyperboloid of Engineer Garin,1965
72809,70.0,Cosmic Journey,1936
224293,71.0,Two: The Story of Roman & Nyro,2013
302429,99.0,Strange Magic,2015
123235,79.0,Paris-Manhattan,2012
94820,85.0,The Flying Machine,2011
94904,129.0,7 Days in Havana,2012
272693,100.0,The DUFF,2015
128876,90.0,Tower Block,2012
281230,0.0,Fort McCoy,2014
297544,85.0,Age of Ice,2014
56233,100.0,The Girl with a Pistol,1968
239030,89.0,Love Steaks,2013
280002,88.0,The Remaining,2014
93556,81.0,Prairie Love,2011
193650,73.0,Heathcliff: The Movie,1986
277355,90.0,Everly,2015
89247,80.0,"Daddy, I'm A Zombie",2012
285135,89.0,Zodiac,2014
63616,119.0,Camarón: When Flamenco Became Legend,2005
121828,110.0,Outrage Beyond,2012
46897,0.0,The Mark of Cain,2000
269576,94.0,From Zero to Hero,2014
73065,100.0,The Humanoid,1979
35646,116.0,Kocken,2005
133764,120.0,Vanishing Waves,2012
32088,130.0,The Little Drummer Girl,1984
276844,96.0,The Little Death,2014
136619,75.0,Pinocchio,2012
21013,88.0,Kenny Begins,2009
32649,93.0,Sandor slash Ida,2005
44552,85.0,Bit by Bit,2002
12609,80.0,Help! I'm A Fish,2000
27119,91.0,Tsatsiki,1999
286805,40.0,Dark Dungeons,2014
36674,100.0,Bert: The Last Virgin,1995
77331,87.0,One in a Million,1995
30149,83.0,Sunes sommar,1993
27599,79.0,Lotta Leaves Home,1993
27600,74.0,Lotta on Rascal Street,1992
35927,70.0,Babar The Movie,1989
30576,99.0,Karlsson on the Roof,1974
135337,100.0,The Girls,1968
92690,100.0,¡Mátalo!,1970
28573,96.0,"Io, Emmanuelle",1969
29167,94.0,The Case of the Bloody Iris,1972
267268,100.0,Darker Than Night,2014
83897,99.0,Uprise,2008
214251,148.0,Story of My Death,2013
266034,75.0,The Blue Room,2014
160160,95.0,Vic+Flo Saw a Bear,2013
72985,110.0,Grandmother,2009
211579,89.0,Our Sunhi,2013
97762,88.0,Two Years at Sea,2011
211722,94.0,A Spell to Ward Off the Darkness,2013
128120,85.0,The Last Time I Saw Macao,2012
214069,89.0,When Evening Falls on Bucharest or Metabolism,2013
54598,80.0,Septien,2011
285463,104.0,Two Shots Fired,2014
60120,80.0,Finisterrae,2010
253377,80.0,The Distance,2014
139808,100.0,A Gun in Each Hand,2012
25251,126.0,Borsalino,1970
204384,91.0,Finsterworld,2013
40417,90.0,Gangsters,2002
74608,90.0,Weekender,2011
63112,98.0,Plot of Fear,1976
97313,83.0,Bank Shot,1974
96306,109.0,Anotherworld,2008
200547,10.0,Ten Minutes Older,1978
217708,85.0,Of Horses and Men,2013
9948,69.0,The Fox and the Hound 2,2006
293461,85.0,Monsterman,2014
12575,95.0,Long Hello and Short Goodbye,1999
41571,6.0,The Heart of the World,2000
317384,200.0,Li'l Quinquin,2014
81981,89.0,Girl with Hyacinths,1950
80337,88.0,These Amazing Shadows,2011
85642,51.0,Garlic Is As Good As Ten Mothers,1980
8779,93.0,Journey to the Beginning of Time,1955
163366,43.0,Spend It All,1971
39064,83.0,Joni's Promise,2005
28770,83.0,The Man Who Could Cheat Death,1959
137008,103.0,small roads,2011
118497,76.0,Carriage to Vienna,1966
162510,92.0,Strange Voyage,1964
250660,97.0,Ivory Tower,2014
41213,83.0,The Fabulous Baron Munchausen,1962
129129,8.0,Light Is Calling,2004
190152,64.0,The Open Road,1926
217268,87.0,The Epic of Everest,1924
85658,70.0,All In This Tea,2007
122479,22.0,The Private Life of a Cat,1944
290739,76.0,Land,2010
128831,62.0,Letter from Siberia,1957
248921,95.0,Babylon XX,1979
49957,60.0,Carts of Darkness,2008
163978,88.0,Soundtracker,2010
25657,102.0,Kamome Diner,2006
96574,97.0,Gerhard Richter Painting,2012
257537,35.0,Dream Land,2004
56691,95.0,The Wayward Girl,1959
74711,103.0,City Zero,1989
47448,97.0,Remonstrance,1972
102691,60.0,Bells from the Deep,1993
205504,34.0,The Gardener,1912
282009,44.0,The Sea Vultures,1915
206390,74.0,The Girl from the Marsh Croft,1917
133643,115.0,Karin Daughter of Ingmar,1920
116991,54.0,The Monastery of Sendomir,1920
239123,88.0,1000 Journals,2007
87506,115.0,Pan,1995
217590,12.0,A Year Along the Abandoned Road,1991
257534,83.0,The Shoe,1998
26805,68.0,Night Editor,1946
62851,96.0,Under the Flag of the Rising Sun,1972
29470,62.0,The Devil Thumbs a Ride,1947
30640,66.0,The Man Who Changed His Mind,1936
26925,64.0,The Man They Could Not Hang,1939
120850,60.0,Line of Sight,2012
173484,94.0,Rewind This!,2013
4885,137.0,Ten Little Indians,1987
199661,88.0,Josephine,2013
43716,78.0,The Land Unknown,1957
83297,98.0,Crazy Thunder Road,1980
151136,63.0,Pizzas,2012
166886,82.0,"Mother, I Love You",2013
144331,120.0,Dream Team 1935,2012
198782,0.0,Matthew's Days,1968
1871,99.0,Fantomas,1964
1870,105.0,Fantomas Unleashed,1965
1875,104.0,Fantomas vs. Scotland Yard,1967
50401,65.0,Pursuit to Algiers,1945
60769,0.0,Radiopiratene,2007
92,94.0,Megacities,1998
20875,95.0,Operation Y and Other Shurik's Adventures,1965
100246,12.0,Gertie the Dinosaur,1914
86823,65.0,Intimidation,1960
48419,90.0,God Speed You! Black Emperor,1976
150124,92.0,"Blood, Sweat + Vinyl: DIY in the 21st Century",2011
162592,61.0,The Lumière Brothers' First Films,1996
56440,112.0,Amador,2010
265929,90.0,Art and Craft,2014
3485,98.0,The Castle of Fu Manchu,1969
49183,91.0,The Vengeance of Fu Manchu,1967
72715,71.0,Lightning Bolt: The Power Of Salad,2002
85711,100.0,Fuck Up,2012
195834,118.0,Defenders of Riga,2007
136742,122.0,Gulf Stream Under the Iceberg,2012
98560,0.0,The Diary of Preston Plummer,2012
84442,75.0,Oxygen,2009
72478,110.0,@Suicide Room,2011
121749,83.0,Is It Easy to Be Young?,1986
277688,90.0,Suburban Gothic,2014
43754,92.0,The Killing Jar,2010
95010,0.0,The Kiss of Her Flesh,1968
116437,97.0,Kolka Cool,2011
227719,106.0,Project Almanac,2015
321594,65.0,Louis C.K.: Live at The Comedy Store,2015
144183,95.0,Heavy Weather,1995
47868,90.0,The First Men in the Moon,2010
167073,111.0,Brooklyn,2015
295490,83.0,Digging for Fire,2015
309298,96.0,Don Verdean,2015
249688,106.0,The End of the Tour,2015
309299,97.0,Experimenter,2015
291869,98.0,I Am Michael,2015
309581,94.0,Lila & Eve,2015
310119,98.0,Last Days in the Desert,2016
310121,92.0,I'll See You in My Dreams,2015
310001,105.0,Seoul Searching,2015
309242,108.0,Mississippi Grind,2015
309245,84.0,Mistress America,2015
309503,103.0,Zipper,2015
232572,104.0,A Walk in the Woods,2015
245706,100.0,True Story,2015
253406,113.0,Ten Thousand Saints,2015
288036,100.0,Sleeping with Other People,2015
315882,0.0,Beaver Trilogy Part IV,2015
319070,93.0,Drunk Stoned Brilliant Dead: The Story of the National Lampoon,2015
319075,132.0,Cobain: Montage of Heck,2015
319091,103.0,The Hunting Ground,2015
319071,90.0,Fresh Dressed,2015
318224,119.0,Going Clear: Scientology and the Prison of Belief,2015
224972,88.0,The Mask You Live In,2015
319079,88.0,Prophet's Prey,2015
318225,95.0,Tig,2015
319074,87.0,In Football We Trust,2015
319078,86.0,Most Likely to Succeed,2015
318044,101.0,"What Happened, Miss Simone?",2015
312813,85.0,6 Desires,2014
275647,102.0,Life May Be,2014
227800,79.0,Here Be Dragons,2013
194537,105.0,A Story of Children and Film,2013
116649,77.0,What Is This Film Called Love?,2012
115553,76.0,The First Movie,2009
283235,112.0,99 Homes,2014
125336,900.0,The Story of Film: An Odyssey,2011
251321,112.0,Aloft,2014
283330,131.0,Eden,2014
266082,112.0,Girlhood,2014
308457,92.0,Advantageous,2015
217313,85.0,Crossroad Street,1988
308453,108.0,The Bronze,2016
308638,101.0,The D Train,2015
250124,98.0,The Diary of a Teenage Girl,2015
308639,103.0,Dope,2015
307946,85.0,I Smile Back,2015
308369,105.0,Me and Earl and the Dying Girl,2015
308024,80.0,The Overnight,2015
308027,85.0,"People, Places, Things",2015
294132,105.0,Results,2015
308640,98.0,Songs My Brothers Taught Me,2015
308032,122.0,The Stanford Prison Experiment,2015
308361,99.0,"Stockholm, Pennsylvania",2015
306197,90.0,Unexpected,2015
193687,97.0,Z for Zachariah,2015
52286,100.0,The Student,1988
56036,90.0,Nothing's All Bad,2010
161491,100.0,Northwest,2013
254721,110.0,Stations of the Cross,2014
42316,77.0,The Referees,2009
226163,,Il mundial dimenticato,2011
223202,96.0,The Referee,2013
103758,110.0,Reality,2012
57342,114.0,Amnèsia,2002
3168,107.0,Three-Step Dance,2003
128508,100.0,Pretty Butterflies,2012
252063,248.0,Dangerous Liaisons,2003
188765,100.0,My Sweet Pepper Land,2014
68864,101.0,L'agression,1975
190876,111.0,The Auction,2013
309875,99.0,Micke & Veronica,2014
318007,90.0,The Veil of Twilight,2014
256108,98.0,Inbetween Worlds,2014
3480,103.0,The Old Gun,1975
5063,110.0,The Passerby,1982
3423,89.0,The Things of Life,1970
82046,183.0,The Count of Monte Cristo,1954
54880,105.0,The Hunchback of Paris,1959
288708,81.0,In the Basement,2014
223519,80.0,Project Wild Thing,2013
124857,105.0,Trojan Eddie,1996
80346,88.0,Nobody Knows Anything!,2003
44489,108.0,Ice Men,2004
202171,85.0,The Invitation,2003
124524,105.0,When the Bough Breaks,1994
71134,88.0,Innocent Lies,1995
144910,113.0,Suppose They Gave a War and Nobody Came?,1970
37978,88.0,Niagara Motel,2005
66787,92.0,Mentor,2006
64123,180.0,Neverwhere,1996
30492,98.0,Animal Room,1995
63154,93.0,Zenith,2010
69335,113.0,Estômago: A Gastronomic Story,2007
81694,104.0,Suing The Devil,2011
110390,100.0,A Pigeon Sat on a Branch Reflecting on Existence,2014
123867,38.0,Panda! Go Panda!: Rainy Day Circus,1973
26722,86.0,Nine Miles Down,2009
230266,120.0,Miss Julie,2014
86391,96.0,All Together,2011
73108,81.0,Teen Spirit,2011
315855,128.0,The Forbidden Room,2015
46342,111.0,Evilenko,2004
312526,93.0,Alien Outpost,2014
287581,117.0,Foreign Body,2014
72784,108.0,The Loft,2014
185341,95.0,[REC]⁴ Apocalypse,2014
307663,96.0,Vice,2015
87339,96.0,The Guard from the Underground,1992
29112,86.0,The Well,1951
40744,77.0,Wicked Woman,1953
48156,90.0,House of Numbers,1957
65257,93.0,Longshot,2001
184143,120.0,Rio Diablo,1993
74684,94.0,"Massaï, les guerriers de la pluie",2004
278468,48.0,Family Guy Presents: Blue Harvest,2007
248576,0.0,Sanatorium,2013
62037,69.0,High School Hellcats,1958
250761,98.0,Last Days in Vietnam,2014
213684,118.0,Manakamana,2013
295069,90.0,Saturday Night,2010
34630,93.0,Hippie Masala - Forever in India,2006
278677,116.0,A Grain of Truth,2015
299796,110.0,The Photographer,2014
126376,105.0,Casa de Lava,1995
88599,98.0,Karen Cries on the Bus,2011
274990,152.0,Sofie,1992
57438,0.0,Kristin Lavransdatter,1995
62352,0.0,Private Confessions,1996
167810,95.0,Lost River,2015
125305,91.0,Landscape Suicide,1987
217477,60.0,One Way Boogie Woogie,1977
97046,82.0,Deseret,1995
36067,135.0,13 Lakes,2004
36120,120.0,Ruhr,2009
318053,77.0,natural history,2014
56405,159.0,Black Venus,2010
72480,130.0,Poetical Refugee,2000
312152,78.0,Chuck Norris vs Communism,2015
287524,95.0,Fear Clinic,2014
30131,108.0,El siete machos,1951
94744,90.0,The Devil with Seven Faces,1971
27873,91.0,Battletruck,1982
125063,53.0,The Glitterball,1977
62432,100.0,The Questor Tapes,1974
86598,92.0,The UFO Incident,1975
320316,90.0,Italiano medio,2015
225184,75.0,Lure of the Sila,1949
237171,,Londra chiama Polo Nord,1956
146563,110.0,Under Ten Flags,1960
73984,98.0,Chino,1973
51261,87.0,National Lampoon's The Legend of Awesomest Maximus,2014
93939,99.0,The Shuttered Room,1967
12796,100.0,Sebastian,1968
155459,106.0,The Strange Affair,1968
96243,105.0,I Start Counting,1970
55032,86.0,Madame Sin,1972
257605,210.0,The Trial of Lee Harvey Oswald,1977
266030,95.0,Party Girl,2014
302376,123.0,We Are Young. We Are Strong.,2014
255913,100.0,Relationship Status: It's Complicated,2014
186629,100.0,The Prophet,1968
316269,120.0,Calculator,2014
146783,78.0,The Bandit,1946
31293,105.0,Love in the City,1953
276518,107.0,The Beach,1954
199198,103.0,Guendalina,1957
82858,95.0,Sweet Deceptions,1960
83782,82.0,Letters of a Novice,1960
73697,98.0,Come Have Coffee with Us,1970
91901,120.0,The Bronte Sisters,1979
76821,95.0,Hotel America,1981
47718,115.0,I Don't Kiss,1991
82817,111.0,Unforgivable,2011
270899,122.0,In the Name of My Daughter,2014
63432,94.0,The Three Fantastic Supermen,1967
83122,95.0,If You Meet Sartana Pray for Your Death,1968
92316,118.0,Yeti: The Giant of the 20th Century,1977
169800,91.0,The Retrieval,2013
46439,90.0,Daughters of Satan,1972
54325,83.0,Back Soon,2007
75224,75.0,Tintin and I,2003
251994,95.0,Reach Me,2014
56482,0.0,Paz!,2002
89720,85.0,Kiss of the Tarantula,1976
17895,143.0,Antarctica,1983
275468,0.0,"Back to the Garden, Flower Power Comes Full Circle",2009
110123,100.0,Incredible Rocky Mountain Race,1977
119193,182.0,What the Day Owes the Night,2012
16925,92.0,Scourge,2008
93103,94.0,The Last Gladiators,2012
54928,85.0,Project Viper,2002
24051,94.0,Hardwired,2009
250624,58.0,Jay Mohr: Funny for a Girl,2012
282042,74.0,The Gold Spinners,2013
105891,76.0,Kawa,2010
183910,84.0,Adjust Your Tracking: The Untold Story of the VHS Collector,2013
24707,85.0,Addicted to Plastic,2008
289278,123.0,My So-Called Father,2014
126757,91.0,100 Bloody Acres,2012
127668,83.0,The Father of a Soldier,1964
110555,89.0,Street Days,2010
142798,97.0,"Blue Mountains, or Unbelievable Story",1984
83429,69.0,Evenings on a Farm near Dikanka,1961
134733,138.0,The Dead Season,1968
142808,172.0,Dauria,1972
65102,141.0,The Bat,1979
191096,135.0,The Green Van,1983
56511,59.0,Fantômas: Juve Against Fantômas,1913
56516,90.0,Fantômas: The Dead Man Who Killed,1913
56512,59.0,Fantômas: Fantômas Against Fantômas,1914
56515,70.0,Fantômas: The False Magistrate,1914
107876,84.0,Private Worlds,1935
186585,84.0,Last of the Wild Horses,1948
192544,69.0,Naked Gun,1956
43094,75.0,"Go, Johnny, Go!",1959
25164,80.0,Screwballs,1983
44191,92.0,Loose Screws,1985
93116,82.0,Valet Girls,1987
104413,101.0,Screwball Hotel,1988
112525,83.0,Spellcaster,1992
85841,82.0,The Glory Brigade,1953
107625,94.0,The Proud Ones,1956
143747,104.0,"$1,000 on the Black",1966
64650,102.0,Sartana the Gravedigger,1969
115353,97.0,One Damned Day at Dawn... Django Meets Sartana!,1970
83140,93.0,"I Am Sartana, Trade Your Guns for a Coffin",1970
83136,91.0,"Have a Good Funeral, My Friend... Sartana Will Pay",1970
146079,90.0,Django and Sartana Are Coming... It's the End,1970
83124,99.0,Light the Fuse... Sartana Is Coming,1970
102959,103.0,Trinity and Sartana Are Coming,1972
27866,72.0,Kevin Hart: I'm a Grown Little Man,2009
17485,80.0,Craig Ferguson: A Wee Bit o' Revolution,2009
47911,63.0,"Bo Burnham: Words, Words, Words",2010
67952,64.0,Kathleen Madigan: Gone Madigan,2010
216553,61.0,Jim Norton: American Degenerate,2013
289333,76.0,Jim Jefferies: BARE,2014
63026,86.0,The Killer Must Kill Again,1975
32322,85.0,"Dr. Black, Mr. Hyde",1976
5519,92.0,Finders Killers,1971
64725,105.0,The Dead Are Alive,1972
150704,107.0,Four Gunmen of the Holy Trinity,1971
72508,86.0,The New Kids,1985
55328,93.0,When Good Ghouls Go Bad,2001
256347,74.0,Not Safe for Work,2014
43645,99.0,The Little Devil,1988
235093,87.0,Killing Kennedy,2013
212836,83.0,People in Places,2013
166089,100.0,Scorpion in Love,2013
29275,104.0,Anita,2009
13351,69.0,Scooby-Doo in Arabian Nights,1994
15926,86.0,Beer for My Horses,2008
24476,99.0,Beethoven's 3rd,2000
24477,91.0,Beethoven's 5th,2003
13955,101.0,Beethoven's Big Break,2008
295887,98.0,Beethoven's Treasure Tail,2014
78080,90.0,Beethoven's Christmas Adventure,2011
33924,90.0,City That Never Sleeps,1953
187462,86.0,Cody the Robosapien,2013
139459,88.0,Contest,2013
47208,112.0,Freedom Song,2000
86637,83.0,Ricco,1973
128073,99.0,Greetings from Tim Buckley,2012
252735,97.0,Griffin and Phoenix,1976
89292,95.0,Hard Promises,1991
91767,120.0,Harry & Son,1984
22211,240.0,Hercules,2005
258550,95.0,"Lightning, the White Stallion",1986
136074,107.0,Little Monsters,2012
82937,90.0,Madison Avenue,1962
97618,100.0,One Man's Justice,1996
32033,95.0,Pulse,1987
33541,82.0,Ride 'Em Cowboy,1942
37813,77.0,Shadow,2010
199219,98.0,Shadow,1956
65131,87.0,Shadow,1971
83132,105.0,St. Louis Blues,1958
43513,78.0,Stormy Weather,1943
102533,91.0,Stormy Weather,2003
30577,88.0,The Adventures of Hercules,1985
110227,81.0,The Borrowers,1973
173962,232.0,Brothers Karamazov,1968
81887,90.0,Murder by Phone,1982
43800,111.0,The Corsican Brothers,1941
50953,102.0,The Great Scout & Cathouse Thursday,1976
23614,90.0,The Heavenly Kid,1985
15420,88.0,The Plague,2006
36907,115.0,The Plague,1992
169343,85.0,The Plague,2013
201765,94.0,Three Many Weddings,2013
239650,152.0,A Madea Christmas,2011
51245,97.0,Inseparable,2011
64423,105.0,Fric-Frac,1939
43486,90.0,Sylvia and the Ghost,1946
140383,92.0,Keep an Eye on Amelia,1949
28190,98.0,The Red Inn,1951
98969,113.0,Le rouge et le noir,1954
66966,105.0,Love Is My Profession,1958
103613,119.0,The Oldest Profession,1967
13770,60.0,Backroads,1977
68198,110.0,The Long and the Short and the Tall,1961
110553,100.0,Austin High,2011
128062,75.0,They All Lie,2009
256779,90.0,The Princess of Egypt,2013
134463,105.0,"The Tree, the Mayor and the Mediatheque",1993
158933,80.0,Charlie Victor Romeo,2014
138394,464.0,Monty Python - Almost the Truth (The Lawyer's Cut),2009
261814,86.0,Super Duper Alice Cooper,2014
82649,98.0,Lunopolis,2009
238792,196.0,The Mayor of Casterbridge,2003
270045,90.0,Beck 04 - Öga för öga,1998
36769,105.0,Uuno Epsanjassa,1985
273248,167.0,The Hateful Eight,2015
63775,,Burn Paris Burn,2008
251016,59.0,Patton Oswalt: Tragedy Plus Comedy Equals Time,2014
133459,95.0,The Anderssons in Greece: All Inclusive,2012
226673,77.0,Pororo: The Racing Adventure,2013
90100,95.0,Emergency Squad,1974
106622,90.0,"Blood, Sweat and Fear",1975
106623,95.0,Mark Shoots First,1975
196847,0.0,La Legge Violenta Della Squadra Anticrimine,1976
90802,0.0,The Last Round,1976
69569,0.0,Mark Strikes Again,1976
52912,84.0,Destruction Force,1977
95096,96.0,Highway Racer,1977
128563,82.0,The Iron Commissioner,1978
90019,93.0,Magnum Cop,1978
106139,101.0,Convoy Busters,1978
128557,103.0,Hunted City,1979
256356,88.0,Speed Cross,1980
209840,138.0,Stray Dogs,2014
104334,93.0,Super Bitch,1973
6591,103.0,What Have You Done to Solange?,1972
150658,103.0,Goodbye & Amen,1978
183635,0.0,A Man on His Knees,1979
260888,108.0,L'avvertimento,1980
264166,82.0,Point and Shoot,2014
272691,111.0,Haemoo,2014
273632,108.0,La petite reine,2014
126706,96.0,The Legend of Lizzie Borden,1975
244260,105.0,Little Accidents,2015
260999,95.0,Processo per direttissima,1976
136576,0.0,Counselor at Crime,1973
81332,96.0,A Christmas Kiss,2011
99332,127.0,Eurocrime! The Italian Cop and Gangster Films That Ruled the '70s,2012
130948,93.0,7 Hours of Violence,1973
265208,92.0,Wild Card,2015
293450,89.0,Flow,2014
256912,107.0,Lasa & Zabala,2014
116303,110.0,Rent-a-Cat,2012
8014,120.0,Valley of Flowers,2006
186729,106.0,Attila Marcel,2013
286565,109.0,Paper Towns,2015
173497,86.0,We Cause Scenes,2014
43584,0.0,Sacred Heart,2005
265226,110.0,The Wonders,2014
252838,101.0,The Wedding Ringer,2015
53882,90.0,Absence of the Good,1999
134746,98.0,Scam,1993
217197,156.0,Marilyn: The Untold Story,1980
69499,150.0,Naan Kadavul,2009
22974,105.0,Üvegtigris,2001
282672,104.0,My Mistress,2014
81684,26.0,The Gruffalo's Child,2011
290999,98.0,Wyrmwood: Road Of The Dead,2014
242083,96.0,Hits,2014
35336,0.0,Brothers: The Return,2006
19181,91.0,Sällskapsresan II - Snowroller,1985
17172,104.0,SOS,1988
308160,88.0,The Master Plan,2015
163431,105.0,Ego,2013
37727,101.0,Jönssonligan får guldfeber,1984
